year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,285,348,350,4,4,81.42857142857143,81.89655172413794,True,True,True
2020,297,348,350,4,4,84.85714285714285,85.34482758620689,True,True,True
2021,277,346,350,4,4,79.14285714285715,80.05780346820809,True,True,True
2022,270,347,350,4,4,77.14285714285715,77.80979827089337,True,True,True
2023,288,348,350,4,4,82.28571428571428,82.75862068965517,True,True,True
2024,286,345,350,4,4,81.71428571428572,82.89855072463767,True,True,True
