year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,283,350,350,4,4,80.85714285714286,80.85714285714286,True,True,True
2020,289,350,350,4,4,82.57142857142857,82.57142857142857,True,True,True
2021,281,350,350,4,4,80.28571428571428,80.28571428571428,True,True,True
2022,272,350,350,4,4,77.71428571428571,77.71428571428571,True,True,True
2023,295,350,350,4,4,84.28571428571429,84.28571428571429,True,True,True
2024,280,349,350,4,4,80.0,80.22922636103151,True,True,True
