year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,286,350,350,4,4,81.71428571428572,81.71428571428572,True,True,True
2020,293,350,350,4,4,83.71428571428572,83.71428571428572,True,True,True
2021,275,350,350,4,4,78.57142857142857,78.57142857142857,True,True,True
2022,270,350,350,4,4,77.14285714285715,77.14285714285715,True,True,True
2023,283,350,350,4,4,80.85714285714286,80.85714285714286,True,True,True
2024,280,350,350,4,4,80.0,80.0,True,True,True
