year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,301,350,350,4,4,86.0,86.0,True,True,True
2020,308,350,350,4,4,88.0,88.0,True,True,True
2021,290,350,350,4,4,82.85714285714286,82.85714285714286,True,True,True
2022,287,350,350,4,4,82.0,82.0,True,True,True
2023,294,350,350,4,4,84.0,84.0,True,True,True
2024,283,350,350,4,4,80.85714285714286,80.85714285714286,True,True,True
