year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,261,350,350,4,4,74.57142857142857,74.57142857142857,True,True,True
2020,265,350,350,3,3,75.71428571428571,75.71428571428571,True,True,False
2021,259,350,350,4,4,74.0,74.0,True,True,True
2022,237,350,350,4,4,67.71428571428572,67.71428571428572,True,True,True
2023,268,348,350,4,4,76.57142857142857,77.01149425287356,True,True,True
2024,237,350,350,4,4,67.71428571428572,67.71428571428572,True,True,True
