year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,284,346,350,4,4,81.14285714285714,82.08092485549133,True,True,True
2020,291,342,350,4,4,83.14285714285714,85.08771929824562,True,True,True
2021,269,342,350,4,4,76.85714285714286,78.65497076023392,True,True,True
2022,263,341,350,4,4,75.14285714285714,77.12609970674487,True,True,True
2023,288,344,350,4,4,82.28571428571428,83.72093023255815,True,True,True
2024,267,341,350,4,4,76.28571428571429,78.2991202346041,True,True,True
