year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,268,350,350,4,4,76.57142857142857,76.57142857142857,True,True,True
2020,280,350,350,4,4,80.0,80.0,True,True,True
2021,255,350,350,4,4,72.85714285714285,72.85714285714285,True,True,True
2022,256,350,350,4,4,73.14285714285714,73.14285714285714,True,True,True
2023,272,350,350,4,4,77.71428571428571,77.71428571428571,True,True,True
2024,257,350,350,4,4,73.42857142857143,73.42857142857143,True,True,True
