year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,169,350,350,3,3,48.285714285714285,48.285714285714285,False,False,False
2020,179,350,350,3,3,51.142857142857146,51.142857142857146,False,False,False
2021,170,350,350,3,3,48.57142857142857,48.57142857142857,False,False,False
2022,156,350,350,2,2,44.57142857142857,44.57142857142857,False,False,False
2023,175,350,350,3,3,50.0,50.0,False,False,False
2024,145,350,350,2,2,41.42857142857143,41.42857142857143,False,False,False
