year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,178,350,350,3,3,50.857142857142854,50.857142857142854,False,False,False
2020,190,350,350,4,4,54.285714285714285,54.285714285714285,False,False,False
2021,175,350,350,3,3,50.0,50.0,False,False,False
2022,178,350,350,3,3,50.857142857142854,50.857142857142854,False,False,False
2023,175,349,350,3,3,50.0,50.1432664756447,False,False,False
2024,174,350,350,3,3,49.714285714285715,49.714285714285715,False,False,False
