year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,231,350,350,3,3,66.0,66.0,True,True,False
2020,261,350,350,4,4,74.57142857142857,74.57142857142857,True,True,True
2021,223,350,350,4,4,63.714285714285715,63.714285714285715,True,True,True
2022,224,350,350,4,4,64.0,64.0,True,True,True
2023,221,350,350,4,4,63.142857142857146,63.142857142857146,True,True,True
2024,220,350,350,4,4,62.857142857142854,62.857142857142854,True,True,True
