year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,299,350,350,4,4,85.42857142857143,85.42857142857143,True,True,True
2020,300,350,350,4,4,85.71428571428571,85.71428571428571,True,True,True
2021,286,349,350,4,4,81.71428571428572,81.9484240687679,True,True,True
2022,289,348,350,4,4,82.57142857142857,83.04597701149426,True,True,True
2023,305,349,350,4,4,87.14285714285714,87.39255014326648,True,True,True
2024,293,350,350,4,4,83.71428571428572,83.71428571428572,True,True,True
