year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,212,350,350,4,4,60.57142857142858,60.57142857142858,True,True,True
2020,220,350,350,3,3,62.857142857142854,62.857142857142854,True,True,False
2021,187,346,350,3,3,53.42857142857142,54.04624277456648,False,False,False
2022,179,350,350,3,3,51.142857142857146,51.142857142857146,False,False,False
2023,201,349,350,4,4,57.42857142857143,57.59312320916905,False,False,False
2024,187,349,350,3,3,53.42857142857142,53.581661891117484,False,False,False
