year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,222,349,350,3,3,63.42857142857142,63.61031518624641,True,True,False
2020,230,350,350,3,3,65.71428571428571,65.71428571428571,True,True,False
2021,202,350,350,4,4,57.714285714285715,57.714285714285715,False,False,False
2022,185,350,350,3,3,52.85714285714286,52.85714285714286,False,False,False
2023,202,350,350,4,4,57.714285714285715,57.714285714285715,False,False,False
2024,212,350,350,4,4,60.57142857142858,60.57142857142858,True,True,True
