year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,178,350,350,2,2,50.857142857142854,50.857142857142854,False,False,False
2020,188,350,350,3,3,53.714285714285715,53.714285714285715,False,False,False
2021,168,350,350,2,2,48.0,48.0,False,False,False
2022,163,350,350,3,3,46.57142857142857,46.57142857142857,False,False,False
2023,164,350,350,3,3,46.85714285714286,46.85714285714286,False,False,False
2024,171,350,350,3,3,48.857142857142854,48.857142857142854,False,False,False
