year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,148,350,350,2,2,42.285714285714285,42.285714285714285,False,False,False
2020,122,350,350,1,1,34.85714285714286,34.85714285714286,False,False,False
2021,144,350,350,3,3,41.14285714285714,41.14285714285714,False,False,False
2022,139,350,350,2,2,39.714285714285715,39.714285714285715,False,False,False
2023,120,350,350,0,0,34.285714285714285,34.285714285714285,False,False,False
2024,129,350,350,1,1,36.857142857142854,36.857142857142854,False,False,False
