year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,225,350,350,4,4,64.28571428571429,64.28571428571429,True,True,True
2020,218,350,350,4,4,62.28571428571429,62.28571428571429,True,True,True
2021,220,350,350,4,4,62.857142857142854,62.857142857142854,True,True,True
2022,199,350,350,4,4,56.85714285714286,56.85714285714286,False,False,False
2023,210,350,350,4,4,60.0,60.0,True,True,True
2024,201,350,350,3,3,57.42857142857143,57.42857142857143,False,False,False
