year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,160,350,350,2,2,45.714285714285715,45.714285714285715,False,False,False
2020,191,350,350,4,4,54.57142857142857,54.57142857142857,False,False,False
2021,162,350,350,3,3,46.285714285714285,46.285714285714285,False,False,False
2022,157,350,350,3,3,44.857142857142854,44.857142857142854,False,False,False
2023,161,350,350,4,4,46.0,46.0,False,False,False
2024,150,350,350,3,3,42.857142857142854,42.857142857142854,False,False,False
