year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,94,350,350,0,0,26.857142857142858,26.857142857142858,False,False,False
2020,93,350,350,0,0,26.571428571428573,26.571428571428573,False,False,False
2021,83,350,350,0,0,23.714285714285715,23.714285714285715,False,False,False
2022,73,350,350,0,0,20.857142857142858,20.857142857142858,False,False,False
2023,78,350,350,0,0,22.285714285714285,22.285714285714285,False,False,False
2024,91,350,350,0,0,26.0,26.0,False,False,False
