year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,113,350,350,0,0,32.285714285714285,32.285714285714285,False,False,False
2020,130,350,350,2,2,37.142857142857146,37.142857142857146,False,False,False
2021,108,350,350,0,0,30.857142857142854,30.857142857142854,False,False,False
2022,110,350,350,0,0,31.428571428571427,31.428571428571427,False,False,False
2023,102,350,350,1,1,29.142857142857142,29.142857142857142,False,False,False
2024,112,350,350,0,0,32.0,32.0,False,False,False
