year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,210,350,350,3,3,60.0,60.0,True,True,False
2020,216,350,350,3,3,61.71428571428571,61.71428571428571,True,True,False
2021,194,350,350,3,3,55.42857142857143,55.42857142857143,False,False,False
2022,180,348,350,3,3,51.42857142857142,51.724137931034484,False,False,False
2023,212,350,350,4,4,60.57142857142858,60.57142857142858,True,True,True
2024,184,350,350,2,2,52.57142857142857,52.57142857142857,False,False,False
