year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,283,344,350,4,4,80.85714285714286,82.26744186046511,True,True,True
2020,295,344,350,4,4,84.28571428571429,85.75581395348837,True,True,True
2021,278,346,350,4,4,79.42857142857143,80.34682080924856,True,True,True
2022,266,346,350,4,4,76.0,76.878612716763,True,True,True
2023,281,344,350,4,4,80.28571428571428,81.68604651162791,True,True,True
2024,278,344,350,4,4,79.42857142857143,80.81395348837209,True,True,True
