year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,228,350,350,4,4,65.14285714285715,65.14285714285715,True,True,True
2020,252,349,350,3,3,72.0,72.20630372492836,True,True,False
2021,217,350,350,4,4,62.0,62.0,True,True,True
2022,217,350,350,3,3,62.0,62.0,True,True,False
2023,232,350,350,4,4,66.28571428571428,66.28571428571428,True,True,True
2024,226,350,350,3,3,64.57142857142857,64.57142857142857,True,True,False
