year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,194,348,350,3,3,55.42857142857143,55.74712643678161,False,False,False
2020,200,348,350,4,4,57.14285714285714,57.47126436781609,False,False,False
2021,200,347,350,3,3,57.14285714285714,57.636887608069166,False,False,False
2022,193,347,350,3,3,55.14285714285714,55.61959654178674,False,False,False
2023,185,346,350,4,4,52.85714285714286,53.46820809248555,False,False,False
2024,181,346,350,3,3,51.714285714285715,52.312138728323696,False,False,False
