year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,259,350,350,4,4,74.0,74.0,True,True,True
2020,275,349,350,4,4,78.57142857142857,78.79656160458453,True,True,True
2021,240,350,350,4,4,68.57142857142857,68.57142857142857,True,True,True
2022,244,350,350,4,4,69.71428571428572,69.71428571428572,True,True,True
2023,260,350,350,4,4,74.28571428571429,74.28571428571429,True,True,True
2024,237,350,350,4,4,67.71428571428572,67.71428571428572,True,True,True
