year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,286,343,350,4,4,81.71428571428572,83.38192419825073,True,True,True
2020,286,346,350,4,4,81.71428571428572,82.65895953757226,True,True,True
2021,278,342,350,4,4,79.42857142857143,81.28654970760235,True,True,True
2022,254,338,350,4,4,72.57142857142857,75.14792899408283,True,True,True
2023,288,340,350,4,4,82.28571428571428,84.70588235294117,True,True,True
2024,271,345,350,4,4,77.42857142857143,78.55072463768116,True,True,True
