year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,167,350,350,2,2,47.714285714285715,47.714285714285715,False,False,False
2020,191,350,350,4,4,54.57142857142857,54.57142857142857,False,False,False
2021,165,350,350,4,4,47.14285714285714,47.14285714285714,False,False,False
2022,161,350,350,4,4,46.0,46.0,False,False,False
2023,165,350,350,2,2,47.14285714285714,47.14285714285714,False,False,False
2024,188,350,350,3,3,53.714285714285715,53.714285714285715,False,False,False
