year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,226,350,350,3,3,64.57142857142857,64.57142857142857,True,True,False
2020,232,350,350,3,3,66.28571428571428,66.28571428571428,True,True,False
2021,203,350,350,4,4,57.99999999999999,57.99999999999999,False,False,False
2022,198,350,350,3,3,56.57142857142857,56.57142857142857,False,False,False
2023,226,350,350,4,4,64.57142857142857,64.57142857142857,True,True,True
2024,207,350,350,3,3,59.14285714285714,59.14285714285714,False,False,False
