,2019,2020,2021,2022,2023,2024
0,62.5,4.166666666666667,8.333333333333334,8.333333333333334,12.5,0.0
1,8.333333333333334,0.0,0.0,12.5,91.66666666666667,25.0
2,37.5,0.0,8.333333333333334,4.166666666666667,0.0,75.0
3,4.166666666666667,4.166666666666667,12.5,75.0,66.66666666666667,0.0
4,4.166666666666667,16.666666666666668,12.5,0.0,41.666666666666664,12.5
5,29.166666666666668,0.0,29.166666666666668,62.5,0.0,100.0
6,0.0,8.333333333333334,12.5,12.5,4.166666666666667,4.166666666666667
7,16.666666666666668,0.0,87.5,8.333333333333334,25.0,91.66666666666667
8,8.333333333333334,0.0,37.5,62.5,20.833333333333332,83.33333333333333
9,79.16666666666667,100.0,0.0,83.33333333333333,45.833333333333336,0.0
10,0.0,8.333333333333334,4.166666666666667,0.0,4.166666666666667,4.166666666666667
11,0.0,8.333333333333334,0.0,0.0,0.0,0.0
12,4.166666666666667,8.333333333333334,0.0,16.666666666666668,4.166666666666667,8.333333333333334
13,4.166666666666667,0.0,0.0,8.333333333333334,4.166666666666667,4.166666666666667
14,0.0,83.33333333333333,91.66666666666667,0.0,0.0,4.166666666666667
15,8.333333333333334,0.0,58.333333333333336,4.166666666666667,0.0,79.16666666666667
16,4.166666666666667,0.0,4.166666666666667,8.333333333333334,4.166666666666667,0.0
17,0.0,16.666666666666668,66.66666666666667,12.5,0.0,8.333333333333334
18,29.166666666666668,83.33333333333333,0.0,25.0,0.0,16.666666666666668
19,41.666666666666664,100.0,79.16666666666667,45.833333333333336,0.0,62.5
20,4.166666666666667,0.0,12.5,0.0,54.166666666666664,0.0
21,4.166666666666667,0.0,20.833333333333332,20.833333333333332,0.0,37.5
22,0.0,0.0,16.666666666666668,0.0,4.166666666666667,16.666666666666668
23,29.166666666666668,25.0,4.166666666666667,0.0,16.666666666666668,25.0
24,4.166666666666667,0.0,0.0,4.166666666666667,0.0,0.0
25,33.333333333333336,16.666666666666668,0.0,66.66666666666667,0.0,8.333333333333334
26,0.0,8.333333333333334,8.333333333333334,4.166666666666667,45.833333333333336,54.166666666666664
27,0.0,4.166666666666667,8.333333333333334,0.0,20.833333333333332,0.0
28,0.0,12.5,16.666666666666668,0.0,20.833333333333332,58.333333333333336
29,4.166666666666667,4.166666666666667,8.333333333333334,8.333333333333334,0.0,37.5
30,0.0,8.333333333333334,12.5,4.166666666666667,0.0,0.0
31,0.0,20.833333333333332,0.0,58.333333333333336,4.166666666666667,8.333333333333334
32,0.0,0.0,29.166666666666668,58.333333333333336,12.5,0.0
33,8.333333333333334,0.0,4.166666666666667,0.0,8.333333333333334,0.0
34,58.333333333333336,16.666666666666668,0.0,0.0,8.333333333333334,0.0
35,4.166666666666667,4.166666666666667,0.0,20.833333333333332,8.333333333333334,0.0
36,0.0,0.0,4.166666666666667,12.5,4.166666666666667,8.333333333333334
37,12.5,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,58.333333333333336,4.166666666666667,12.5,4.166666666666667
39,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0
40,0.0,0.0,37.5,41.666666666666664,29.166666666666668,4.166666666666667
41,20.833333333333332,16.666666666666668,66.66666666666667,79.16666666666667,8.333333333333334,54.166666666666664
42,4.166666666666667,12.5,0.0,0.0,50.0,4.166666666666667
43,83.33333333333333,20.833333333333332,4.166666666666667,0.0,4.166666666666667,0.0
44,16.666666666666668,4.166666666666667,0.0,8.333333333333334,0.0,29.166666666666668
45,0.0,4.166666666666667,4.166666666666667,29.166666666666668,4.166666666666667,58.333333333333336
46,0.0,4.166666666666667,4.166666666666667,8.333333333333334,0.0,8.333333333333334
47,0.0,4.166666666666667,50.0,58.333333333333336,0.0,8.333333333333334
48,0.0,0.0,37.5,8.333333333333334,0.0,4.166666666666667
49,0.0,25.0,0.0,4.166666666666667,8.333333333333334,0.0
50,4.166666666666667,4.166666666666667,25.0,0.0,4.166666666666667,0.0
