year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,222,350,350,4,4,63.42857142857142,63.42857142857142,True,True,True
2020,242,350,350,4,4,69.14285714285714,69.14285714285714,True,True,True
2021,202,350,350,4,4,57.714285714285715,57.714285714285715,False,False,False
2022,201,350,350,4,4,57.42857142857143,57.42857142857143,False,False,False
2023,212,350,350,4,4,60.57142857142858,60.57142857142858,True,True,True
2024,209,350,350,4,4,59.71428571428572,59.71428571428572,False,False,False
