year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,254,349,350,4,4,72.57142857142857,72.77936962750717,True,True,True
2020,274,350,350,3,3,78.28571428571428,78.28571428571428,True,True,False
2021,239,350,350,4,4,68.28571428571428,68.28571428571428,True,True,True
2022,238,350,350,4,4,68.0,68.0,True,True,True
2023,265,349,350,4,4,75.71428571428571,75.93123209169055,True,True,True
2024,230,350,350,4,4,65.71428571428571,65.71428571428571,True,True,True
