year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,198,350,350,4,4,56.57142857142857,56.57142857142857,False,False,False
2020,189,349,350,3,3,54.0,54.15472779369628,False,False,False
2021,191,350,350,3,3,54.57142857142857,54.57142857142857,False,False,False
2022,183,349,350,4,4,52.28571428571429,52.43553008595988,False,False,False
2023,193,350,350,4,4,55.14285714285714,55.14285714285714,False,False,False
2024,174,350,350,2,2,49.714285714285715,49.714285714285715,False,False,False
