year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,266,344,350,4,4,76.0,77.32558139534885,True,True,True
2020,258,345,350,4,4,73.71428571428571,74.78260869565217,True,True,True
2021,234,340,350,4,4,66.85714285714286,68.82352941176471,True,True,True
2022,216,337,350,4,4,61.71428571428571,64.09495548961425,True,True,True
2023,257,343,350,4,4,73.42857142857143,74.9271137026239,True,True,True
2024,262,342,350,4,4,74.85714285714286,76.60818713450293,True,True,True
