year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,289,350,350,4,4,82.57142857142857,82.57142857142857,True,True,True
2020,291,349,350,4,4,83.14285714285714,83.3810888252149,True,True,True
2021,265,350,350,4,4,75.71428571428571,75.71428571428571,True,True,True
2022,269,350,350,4,4,76.85714285714286,76.85714285714286,True,True,True
2023,280,350,350,4,4,80.0,80.0,True,True,True
2024,271,350,350,4,4,77.42857142857143,77.42857142857143,True,True,True
