year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,191,350,350,3,3,54.57142857142857,54.57142857142857,False,False,False
2020,209,350,350,3,3,59.71428571428572,59.71428571428572,False,False,False
2021,165,350,350,4,4,47.14285714285714,47.14285714285714,False,False,False
2022,152,350,350,2,2,43.42857142857143,43.42857142857143,False,False,False
2023,170,350,350,3,3,48.57142857142857,48.57142857142857,False,False,False
2024,183,350,350,4,4,52.28571428571429,52.28571428571429,False,False,False
