year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,279,350,350,4,4,79.71428571428572,79.71428571428572,True,True,True
2020,288,350,350,4,4,82.28571428571428,82.28571428571428,True,True,True
2021,268,350,350,4,4,76.57142857142857,76.57142857142857,True,True,True
2022,249,350,350,4,4,71.14285714285714,71.14285714285714,True,True,True
2023,266,350,350,4,4,76.0,76.0,True,True,True
2024,259,350,350,4,4,74.0,74.0,True,True,True
