year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,126,350,350,2,2,36.0,36.0,False,False,False
2020,120,350,350,1,1,34.285714285714285,34.285714285714285,False,False,False
2021,112,350,350,0,0,32.0,32.0,False,False,False
2022,122,350,350,1,1,34.85714285714286,34.85714285714286,False,False,False
2023,115,350,350,1,1,32.857142857142854,32.857142857142854,False,False,False
2024,106,350,350,0,0,30.28571428571429,30.28571428571429,False,False,False
