year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,226,350,350,4,4,64.57142857142857,64.57142857142857,True,True,True
2020,239,350,350,4,4,68.28571428571428,68.28571428571428,True,True,True
2021,224,350,350,4,4,64.0,64.0,True,True,True
2022,214,350,350,4,4,61.142857142857146,61.142857142857146,True,True,True
2023,218,348,350,4,4,62.28571428571429,62.643678160919535,True,True,True
2024,208,350,350,4,4,59.42857142857143,59.42857142857143,False,False,False
