year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,138,350,350,2,2,39.42857142857143,39.42857142857143,False,False,False
2020,140,350,350,2,2,40.0,40.0,False,False,False
2021,119,348,350,1,1,34.0,34.195402298850574,False,False,False
2022,124,350,350,1,1,35.42857142857142,35.42857142857142,False,False,False
2023,128,350,350,1,1,36.57142857142857,36.57142857142857,False,False,False
2024,110,350,350,0,0,31.428571428571427,31.428571428571427,False,False,False
