year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,272,341,350,4,4,77.71428571428571,79.76539589442815,True,True,True
2020,269,340,350,4,4,76.85714285714286,79.11764705882352,True,True,True
2021,259,339,350,4,4,74.0,76.40117994100295,True,True,True
2022,236,332,350,4,4,67.42857142857143,71.08433734939759,True,True,True
2023,269,333,350,4,4,76.85714285714286,80.78078078078079,True,True,True
2024,261,340,350,4,4,74.57142857142857,76.76470588235294,True,True,True
