,score,solved,total,rate,rate*,40_pass,40_pass*
2019_1,90,98,100,90.0,91.83673469387756,True,True
2019_2,66,83,90,73.33333333333333,79.51807228915662,True,True
2019_3,105,140,140,75.0,75.0,True,True
2019_4,11,20,20,55.00000000000001,55.00000000000001,True,True
2020_1,88,97,100,88.0,90.72164948453609,True,True
2020_2,61,84,90,67.77777777777779,72.61904761904762,True,True
2020_3,112,139,140,80.0,80.57553956834532,True,True
2020_4,8,20,20,40.0,40.0,True,True
2021_1,86,97,100,86.0,88.65979381443299,True,True
2021_2,56,82,90,62.22222222222222,68.29268292682927,True,True
2021_3,105,140,140,75.0,75.0,True,True
2021_4,12,20,20,60.0,60.0,True,True
2022_1,84,98,100,84.0,85.71428571428571,True,True
2022_2,55,77,90,61.111111111111114,71.42857142857143,True,True
2022_3,85,137,140,60.71428571428571,62.04379562043796,True,True
2022_4,12,20,20,60.0,60.0,True,True
2023_1,95,99,100,95.0,95.95959595959596,True,True
2023_2,59,74,90,65.55555555555556,79.72972972972973,True,True
2023_3,102,140,140,72.85714285714285,72.85714285714285,True,True
2023_4,13,20,20,65.0,65.0,True,True
2024_1,90,100,100,90.0,90.0,True,True
2024_2,58,81,90,64.44444444444444,71.60493827160494,True,True
2024_3,102,139,140,72.85714285714285,73.38129496402878,True,True
2024_4,11,20,20,55.00000000000001,55.00000000000001,True,True
