,score,solved,total,rate,rate*,40_pass,40_pass*
2019_1,68,100,100,68.0,68.0,True,True
2019_2,35,88,90,38.88888888888889,39.77272727272727,False,False
2019_3,87,140,140,62.142857142857146,62.142857142857146,True,True
2019_4,8,20,20,40.0,40.0,True,True
2020_1,73,100,100,73.0,73.0,True,True
2020_2,40,87,90,44.44444444444444,45.97701149425287,True,True
2020_3,77,140,140,55.00000000000001,55.00000000000001,True,True
2020_4,5,20,20,25.0,25.0,False,False
2021_1,71,100,100,71.0,71.0,True,True
2021_2,41,90,90,45.55555555555556,45.55555555555556,True,True
2021_3,80,140,140,57.14285714285714,57.14285714285714,True,True
2021_4,8,20,20,40.0,40.0,True,True
2022_1,69,100,100,69.0,69.0,True,True
2022_2,47,90,90,52.22222222222223,52.22222222222223,True,True
2022_3,75,140,140,53.57142857142857,53.57142857142857,True,True
2022_4,9,20,20,45.0,45.0,True,True
2023_1,70,100,100,70.0,70.0,True,True
2023_2,39,87,90,43.333333333333336,44.827586206896555,True,True
2023_3,80,140,140,57.14285714285714,57.14285714285714,True,True
2023_4,6,20,20,30.0,30.0,False,False
2024_1,72,100,100,72.0,72.0,True,True
2024_2,48,90,90,53.333333333333336,53.333333333333336,True,True
2024_3,70,140,140,50.0,50.0,True,True
2024_4,6,20,20,30.0,30.0,False,False
