year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,198,348,350,3,3,56.57142857142857,56.896551724137936,False,False,False
2020,195,347,350,3,3,55.714285714285715,56.195965417867434,False,False,False
2021,200,350,350,4,4,57.14285714285714,57.14285714285714,False,False,False
2022,200,350,350,4,4,57.14285714285714,57.14285714285714,False,False,False
2023,195,347,350,3,3,55.714285714285715,56.195965417867434,False,False,False
2024,196,350,350,3,3,56.00000000000001,56.00000000000001,False,False,False
