year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,302,349,350,4,4,86.28571428571429,86.53295128939828,True,True,True
2020,304,349,350,4,4,86.85714285714286,87.10601719197709,True,True,True
2021,287,349,350,4,4,82.0,82.23495702005731,True,True,True
2022,285,350,350,4,4,81.42857142857143,81.42857142857143,True,True,True
2023,304,348,350,4,4,86.85714285714286,87.35632183908046,True,True,True
2024,290,349,350,4,4,82.85714285714286,83.0945558739255,True,True,True
