year,score,solved,total,40_pass,40_pass*,rate,rate*,60_pass,60_pass*,pass
2019,275,343,350,3,3,78.57142857142857,80.17492711370262,True,True,False
2020,279,346,350,4,4,79.71428571428572,80.63583815028902,True,True,True
2021,249,342,350,4,4,71.14285714285714,72.80701754385966,True,True,True
2022,252,341,350,4,4,72.0,73.90029325513197,True,True,True
2023,268,339,350,4,4,76.57142857142857,79.05604719764013,True,True,True
2024,262,343,350,4,4,74.85714285714286,76.38483965014578,True,True,True
